ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
62113,21,10,0,8,9,5,0,0,14,0
62114,0,0,0,0,0,0,0,0,0,0
62115,7,7,7,7,7,7,7,7,7,7
62116,8,0,0,9,0,17,0,0,42,0
62117,17,0,14,19,11,15,0,26,7,0
62118,0,9,0,0,0,0,20,26,0,0
62119,6,6,6,6,6,6,6,6,6,6
62120,0,19,0,0,22,0,0,0,0,0
62121,0,0,0,0,0,0,0,0,0,0
62122,11,0,0,0,0,0,11,0,0,8
62123,19,19,19,19,19,19,19,19,19,19
62124,19,19,19,19,19,19,19,19,19,19
62125,0,0,0,0,0,0,0,0,0,0
62126,0,0,12,0,0,0,0,0,15,0
62127,0,0,0,0,0,0,0,8,17,0
62128,13,23,12,15,0,7,18,13,15,0
62129,0,0,0,14,0,0,0,37,0,0
62130,0,0,0,0,0,7,14,0,9,0
62131,20,0,22,13,6,0,8,0,22,16
62132,0,0,0,12,0,6,27,0,0,16
62133,0,14,0,0,0,0,0,24,20,0
62134,37,22,4,15,7,17,10,24,22,22
62135,0,0,0,0,0,0,0,0,0,0
62136,0,0,0,0,0,0,0,0,0,0
62137,0,0,0,0,0,0,0,0,0,0
62138,9,9,9,9,9,9,9,9,9,9
62139,19,0,0,0,0,0,0,0,0,0
62140,4,25,9,23,12,21,2,8,34,21
62141,0,23,0,0,14,16,0,20,0,0
62142,0,0,0,0,0,0,0,0,0,0
62143,0,0,0,0,0,0,0,0,0,0
62144,0,7,0,9,20,19,0,0,0,0
62145,7,16,0,26,30,0,0,8,0,0
62146,0,0,0,0,0,0,0,0,0,0
62147,0,0,0,0,0,0,0,0,0,0
62148,0,0,27,0,0,0,0,0,0,0
62149,0,0,0,0,0,0,0,0,0,0
62150,0,0,0,0,17,0,0,0,0,0
62151,5,0,0,0,0,0,0,13,0,0
62152,0,0,0,0,0,0,0,0,0,0
62153,0,0,0,0,0,0,0,0,0,0
62154,0,0,0,23,0,0,0,0,13,0
62155,0,0,0,0,0,33,0,12,0,0
62156,19,0,30,13,18,12,5,10,12,14
62157,0,0,0,0,0,0,0,0,0,0
62158,0,0,0,0,0,0,0,0,17,0
62159,50,22,26,9,14,23,21,29,16,17
62160,0,46,19,0,0,14,6,33,0,21
62161,22,22,22,22,22,22,22,22,22,22
62162,0,0,0,0,0,0,0,0,0,0
62163,0,0,0,0,0,0,0,0,0,0
62164,4,0,0,0,0,13,18,11,0,9
62166,0,0,0,0,0,0,0,0,0,0
62167,10,13,13,7,12,0,6,7,0,18
62168,10,0,15,18,0,13,28,0,9,0
62169,0,0,0,0,0,0,0,0,0,0
62170,6,16,33,18,34,14,12,14,15,3
62171,0,14,0,23,7,0,0,0,0,10
62172,0,0,0,0,0,0,11,0,0,9
62173,26,0,16,0,0,0,0,12,0,0
62174,0,0,0,0,0,0,0,0,0,0
62175,0,0,0,0,0,0,0,0,0,0
62176,0,0,0,0,12,0,0,0,0,0
62177,0,0,0,0,0,0,0,0,0,0
62178,17,17,17,17,17,17,17,17,17,17
62179,0,0,0,0,0,0,0,0,15,3
62180,21,0,0,0,0,0,8,0,0,0
62181,33,19,0,11,14,15,26,17,10,24
62182,0,0,0,0,0,5,0,13,0,0
62183,0,0,0,0,0,0,0,0,0,0
62184,0,0,22,0,31,6,0,0,0,38
62185,0,0,0,0,0,0,0,0,0,0
62186,0,0,0,0,0,0,0,0,0,0
62187,0,4,0,0,0,0,17,16,11,0
62188,0,0,0,0,0,0,0,0,0,0
62189,12,0,0,0,0,0,0,0,20,0
62190,0,0,0,15,0,0,0,0,0,0
62191,0,0,12,0,0,0,0,0,0,20
62192,17,18,26,13,8,4,25,17,18,14
62193,0,0,0,0,0,0,0,19,0,0
62194,11,9,3,20,19,13,17,7,14,8
62195,0,0,0,0,0,0,0,0,0,0
62196,0,0,0,0,0,0,0,0,0,0
62197,12,16,11,11,12,12,8,19,9,34
62198,0,0,0,0,0,0,7,0,0,0
62199,12,12,12,12,12,12,25,12,12,12
62200,0,0,0,0,0,0,0,0,13,0
62201,0,0,0,0,0,0,0,0,22,0
62202,0,0,0,13,0,0,11,0,0,0
62203,21,21,21,21,21,21,21,21,21,21
62204,0,0,0,21,0,0,0,0,0,0
62205,16,15,0,10,14,9,0,16,15,23
62206,10,10,10,10,10,10,10,10,10,10
62207,0,0,0,12,0,0,25,0,0,0
62208,5,5,5,5,5,5,5,5,5,18
62209,0,0,0,0,0,0,0,0,0,0
62210,15,13,0,18,19,19,5,10,26,26
62211,8,8,8,8,8,8,8,8,8,8
62212,0,0,0,0,0,15,7,0,0,0
62213,14,26,34,22,26,9,11,25,22,16
62214,0,0,0,0,0,0,0,0,0,0
62215,22,22,22,22,22,22,22,22,22,22
62216,12,5,5,15,44,0,20,9,24,0
62217,0,0,0,0,0,0,0,0,0,0
62218,0,0,0,0,0,0,0,0,0,0
62219,19,19,17,0,25,15,19,21,20,14
62220,15,0,6,27,14,19,12,25,25,17
62221,36,18,12,18,13,24,16,21,33,10
62222,0,0,0,0,0,0,0,0,0,0
62223,33,15,21,17,14,21,35,13,0,27
62224,5,5,5,5,5,5,5,5,5,5
62225,0,0,0,0,0,0,0,0,0,0
62226,16,13,7,12,12,15,14,8,28,13
62227,0,0,0,0,0,0,0,0,0,0
62228,0,0,0,0,0,0,0,0,0,0
62229,0,0,0,0,0,0,0,0,0,0
62230,17,0,0,0,0,0,0,0,0,16
62231,8,25,8,8,39,12,33,8,8,8
62232,17,14,11,17,23,28,0,15,34,0
62233,23,7,0,0,0,8,24,0,0,0
62234,0,0,0,0,0,0,0,0,0,0
62235,13,16,16,15,17,12,34,24,14,10
62236,0,0,0,0,0,0,0,13,0,0
62237,19,12,21,20,24,0,28,26,18,13
62238,0,0,0,0,0,0,0,0,0,0
62239,10,0,0,0,0,27,17,0,23,29
62240,0,3,0,0,0,20,0,0,3,9
62241,0,0,21,19,0,0,0,24,7,0
62242,0,0,0,0,0,0,0,0,0,0
62243,0,0,0,0,5,0,0,0,0,0
62244,8,12,0,5,13,0,0,8,15,0
62245,0,0,0,0,10,0,26,0,10,0
62246,0,23,19,4,0,27,0,0,32,28
62247,28,17,14,0,0,0,0,0,0,0
62248,0,0,0,0,0,0,0,0,0,0
62249,24,24,24,24,24,24,24,24,24,24
62250,18,18,18,18,18,18,18,18,18,18
62251,0,0,0,0,0,0,0,0,12,0
62252,5,0,0,0,0,9,0,0,23,0
62253,0,0,22,0,0,0,0,0,0,0
62254,6,15,25,28,21,26,16,13,27,11
62255,0,0,0,0,0,15,0,0,0,0
62256,0,0,0,0,0,0,0,0,0,0
62257,0,0,0,6,0,26,0,0,0,0
62258,0,0,0,0,0,0,0,0,0,0
62259,0,0,0,0,0,0,0,0,0,0
62260,0,0,0,0,0,0,8,14,0,0
62261,3,3,3,3,3,3,3,3,3,3
62262,0,0,0,0,0,0,0,0,0,0
62263,0,0,0,0,0,0,0,0,0,0
62264,0,0,0,0,0,0,0,0,0,0
62265,14,14,14,14,14,14,14,14,14,14
62266,26,26,26,26,26,26,26,26,26,26
62267,21,21,21,21,21,21,21,21,21,21
62268,17,17,17,17,17,17,17,17,17,17
62269,0,0,0,0,0,0,0,0,0,0
62270,69,69,69,69,69,69,69,69,69,69
62271,0,0,0,0,0,0,0,0,0,0
62272,0,0,0,0,0,0,0,0,0,0
62273,0,0,0,10,0,0,0,0,0,0
62274,24,24,24,24,24,24,24,24,24,24
62275,0,0,0,0,0,0,0,0,0,0
62276,9,2,5,11,15,38,22,3,0,23
62277,0,0,16,0,15,24,0,0,6,4
62278,0,0,0,0,0,0,0,0,0,0
62279,20,0,0,19,30,0,0,0,0,8
62280,9,0,0,7,0,0,16,31,0,0
62281,14,0,0,26,0,13,0,0,0,0
62282,11,31,11,8,12,7,13,29,22,21
62283,0,0,0,0,0,0,0,0,0,0
62284,0,0,0,0,0,0,0,0,0,0
62285,0,0,0,0,0,0,0,0,0,0
62286,0,0,0,0,0,0,0,0,0,0
62287,0,0,0,0,0,0,0,0,0,0
62288,28,19,0,0,0,12,24,0,28,0
62290,17,16,4,24,22,11,0,15,24,0
62291,19,13,13,0,0,0,21,18,26,13
62292,0,0,0,0,33,0,0,0,0,18
62293,15,15,15,15,15,15,15,15,15,15
62294,0,35,0,18,0,7,8,3,25,10
62295,0,0,0,0,0,0,0,0,0,0
62296,0,0,0,0,0,0,0,0,4,0
62297,0,0,0,0,0,0,0,0,0,0
62298,0,13,0,0,0,0,12,22,16,0
62299,30,13,18,14,9,24,25,25,19,19
62300,0,3,19,0,0,16,0,11,0,0
62301,0,0,0,0,0,0,0,0,0,0
62302,15,12,4,0,12,16,0,18,17,10
62303,0,0,0,0,0,0,0,0,0,0
62304,0,0,0,0,0,0,0,0,0,0
62305,0,0,0,0,0,0,0,0,0,0
62306,0,0,0,0,0,0,0,0,0,0
62307,0,0,0,0,0,0,0,0,0,0
62308,0,0,0,0,0,0,0,0,0,0
62309,0,0,0,9,0,0,0,0,0,0
62310,20,20,20,20,20,20,20,20,20,20
62311,0,0,0,0,0,0,0,0,0,0
62312,0,0,5,0,0,0,0,0,0,0
62313,0,0,0,0,0,0,0,6,0,0
62314,15,21,10,0,8,11,0,14,0,0
62315,0,0,0,0,0,0,0,0,0,0
62316,0,0,0,0,0,0,6,0,0,0
62317,0,0,0,0,0,0,0,0,0,0
62318,0,0,28,0,0,0,0,0,0,0
62319,0,0,0,17,0,0,17,29,8,12
62320,0,0,20,0,0,0,0,18,0,0
62321,0,0,10,0,0,0,0,12,0,0
62322,0,0,0,0,0,0,0,0,0,0
62323,0,0,0,0,0,0,0,0,0,0
62324,0,0,0,18,25,0,0,0,0,0
62325,19,21,9,18,21,12,33,15,21,15
62326,0,0,0,0,0,0,0,0,0,0
62327,0,0,0,0,0,0,0,0,0,0
62328,15,17,0,22,0,16,0,20,13,0
62329,0,0,0,0,0,0,0,0,0,0
62330,0,0,0,0,0,0,0,0,0,0
62331,0,0,0,0,0,0,0,0,0,0
62332,8,0,13,0,19,5,31,0,35,4
62333,0,0,0,0,0,0,0,0,0,0
62334,4,0,15,0,0,0,0,0,0,0
62335,11,15,25,20,14,25,6,16,23,9
62336,0,0,0,0,0,0,0,0,0,0
62337,17,30,9,10,20,0,0,0,0,9
62338,0,25,0,0,0,0,0,0,0,29
62339,0,0,0,0,0,18,9,0,0,0
62340,0,0,0,0,0,0,0,0,0,0
62341,0,0,0,0,0,0,0,0,0,0
62342,20,20,20,20,20,20,20,20,20,20
62343,8,0,0,0,4,17,0,6,0,14
62344,14,0,0,12,6,31,0,8,7,0
62345,2,2,2,26,2,11,2,2,2,2
62346,14,16,0,0,0,0,0,0,29,21
62347,0,0,0,0,0,0,0,0,0,0
62348,0,0,0,0,0,0,0,8,0,16
62349,1,1,1,1,1,1,1,1,1,1
62350,15,37,0,0,0,6,20,0,0,48
62351,0,0,0,0,9,13,0,33,23,0
62352,12,12,12,12,12,12,12,12,12,12
62353,3,7,19,0,0,0,12,25,0,0
62354,0,0,0,0,0,0,0,0,0,0
62355,0,0,0,0,23,0,16,10,9,0
62356,0,15,0,0,0,0,0,0,17,0
62357,26,0,0,0,25,0,0,0,0,0
62358,0,2,0,0,0,14,0,21,0,0
62359,0,0,10,0,0,0,0,0,0,0
62360,0,0,0,0,0,0,0,0,10,0
62361,33,13,0,14,22,0,0,0,0,0
62362,19,19,19,19,19,19,22,19,19,19
62363,18,18,18,18,18,18,18,18,18,18
62364,0,0,0,0,0,0,0,0,0,0
62365,0,0,23,20,19,0,0,0,0,19
62366,0,0,0,0,0,0,0,0,0,0
62367,0,0,6,0,0,13,0,12,0,0
62368,0,0,0,0,0,16,0,0,0,0
62369,0,0,0,0,0,0,0,0,0,0
62370,0,0,0,0,0,0,0,0,0,0
62371,15,15,15,15,15,15,15,15,15,15
62372,17,27,18,0,0,18,24,20,14,0
62373,17,7,2,11,10,11,6,13,37,8
62374,0,0,0,0,5,0,0,0,0,0
62375,14,14,14,14,14,14,14,14,14,14
62376,0,0,15,0,4,16,0,0,0,0
62377,19,19,19,19,19,19,19,19,19,19
62378,0,0,0,0,0,0,0,0,0,0
62379,0,0,0,0,0,0,0,0,0,0
62380,4,0,22,15,7,10,0,15,23,4
62381,0,0,0,8,27,14,12,11,0,0
62382,17,17,17,25,17,17,17,17,17,17
62383,0,0,0,0,0,0,0,0,0,0
62384,0,0,0,0,0,0,0,0,0,0
62385,23,28,20,9,31,0,15,9,0,16
62386,0,27,0,0,0,0,0,0,0,21
62387,24,12,12,14,12,12,12,12,12,12
62388,0,7,0,0,0,0,0,0,0,0
62389,16,20,0,10,0,0,0,0,0,0
62390,0,0,0,0,0,0,0,0,8,0
62391,0,0,0,0,0,0,0,0,0,0
62392,0,0,0,0,23,0,0,0,7,15
62393,0,0,0,0,0,0,0,0,0,0
62394,15,21,11,9,6,17,36,17,8,21
62395,0,0,0,0,0,0,0,0,0,0
62396,0,0,0,0,11,0,0,0,0,0
62397,16,11,14,2,18,13,16,20,21,36
62399,0,0,0,0,0,0,0,0,0,0
62400,0,0,0,0,0,0,26,36,11,21
62401,0,0,0,0,0,0,0,15,0,0
62402,0,21,0,20,20,8,16,0,14,0
62403,0,0,0,0,0,0,0,0,0,0
62404,0,0,26,0,8,0,35,20,0,0
62405,0,0,0,0,0,0,0,0,0,0
62406,0,0,0,0,0,0,0,0,0,0
62407,0,0,0,0,0,0,0,0,0,0
62408,18,6,24,7,23,17,15,17,25,22
62409,0,0,0,0,0,0,0,0,0,0
62410,13,13,0,9,4,12,3,20,5,21
62411,0,0,0,14,0,0,0,0,0,0
62412,0,0,0,0,0,0,0,0,0,0
62413,0,0,0,0,0,0,0,0,10,0
62414,0,0,0,0,0,0,0,0,0,0
62416,7,2,32,43,8,14,6,30,14,19
62417,16,13,19,19,19,40,18,12,18,25
62418,12,0,22,0,6,0,0,0,0,0
62419,0,0,0,21,0,0,0,0,0,0
62420,0,0,0,0,0,0,0,0,0,0
62421,0,0,0,0,0,0,0,0,0,0
62422,0,0,0,6,15,0,0,0,7,31
62423,0,0,0,0,18,11,19,0,0,0
62424,20,16,11,9,18,22,0,24,21,0
62425,0,19,0,0,0,0,0,0,0,0
62426,0,7,0,16,24,15,17,0,6,0
62427,0,3,0,0,0,0,0,0,0,0
62428,0,0,0,0,0,0,0,0,0,0
62429,6,7,0,16,0,8,11,19,17,8
62430,0,0,0,18,0,0,0,0,0,0
62431,0,0,0,0,0,19,0,0,0,0
62432,0,0,12,0,0,0,0,0,0,0
62433,0,0,0,0,0,0,0,14,0,0
62434,0,17,0,16,0,0,25,0,30,0
62435,0,17,0,0,0,19,0,0,0,0
62436,19,0,0,0,3,0,0,0,20,0
62437,20,20,20,20,20,20,20,20,20,20
62438,9,9,9,9,9,9,9,9,9,9
62439,0,0,0,0,0,0,0,0,0,0
62440,0,0,0,0,0,0,0,13,0,0
62441,0,0,0,0,0,0,0,0,0,0
62442,0,0,0,0,0,0,0,0,0,0
62443,0,0,0,0,0,0,0,0,0,0
62444,0,0,0,0,10,0,0,0,0,13
62445,16,0,0,0,0,0,0,0,0,9
62446,15,0,0,0,0,0,17,0,0,0
62447,0,0,0,0,0,0,0,0,0,0
62448,25,0,0,0,0,0,0,22,0,0
62449,0,0,0,0,0,0,0,0,0,0
62450,0,0,0,0,30,8,0,23,7,16
62451,0,16,3,0,0,10,4,18,11,0
62452,0,10,14,21,17,22,0,0,31,52
62453,0,0,0,0,0,0,0,0,0,0
62454,29,15,7,2,21,17,6,17,20,22
62455,0,0,0,0,0,0,0,0,0,0
62456,0,0,0,7,0,0,0,0,0,0
62457,11,13,10,9,15,16,14,8,16,17
62458,0,0,0,0,0,0,0,0,0,0
62459,20,18,0,13,14,13,11,17,21,21
62460,0,0,0,0,0,0,0,0,0,0
62461,0,0,0,0,0,0,0,0,0,0
62462,26,26,26,26,26,26,26,26,26,26
62463,0,0,0,0,0,0,0,0,0,4
62464,0,0,0,0,0,0,11,0,0,0
62465,0,0,0,0,14,0,0,0,0,0
62466,0,0,0,0,0,0,0,0,0,0
62467,32,9,12,0,0,12,25,21,30,22
62468,0,16,0,0,0,0,0,13,0,7
62469,0,0,0,0,0,0,0,0,0,0
62470,11,17,0,37,10,4,6,8,9,0
62471,28,4,12,0,9,23,0,0,29,22
62472,16,0,0,21,17,0,11,0,0,13
62473,8,0,0,3,0,11,0,3,0,0
62474,9,16,0,6,24,0,0,0,0,9
62476,3,3,3,3,3,3,3,3,3,3
62477,0,23,21,0,0,0,0,0,0,21
62478,26,26,12,27,0,0,0,0,17,0
62479,0,0,0,0,0,0,0,0,0,0
62480,36,36,36,36,36,36,36,36,36,36
62481,0,0,12,0,20,11,11,9,23,14
62482,21,12,0,16,12,11,6,27,14,11
62483,0,0,0,0,0,0,0,0,0,0
62484,0,0,0,0,0,0,0,0,0,0
62485,18,0,0,0,0,0,0,0,8,0
62486,16,0,0,0,0,0,0,0,0,0
62487,0,0,0,0,30,14,0,0,0,22
62488,0,0,0,0,0,0,0,0,0,0
62489,7,0,18,0,0,0,23,23,0,0
62490,0,0,0,0,0,0,8,0,0,0
62491,9,9,9,9,9,9,9,9,9,9
62492,0,0,0,0,0,0,0,0,0,0
62493,0,0,0,0,0,12,0,0,0,0
62494,0,0,0,0,0,0,0,0,0,0
62495,0,0,0,0,0,0,0,0,0,0
62496,18,10,10,8,8,12,16,23,19,16
62497,6,9,10,7,0,17,7,13,0,0
62498,0,0,0,0,0,0,0,0,0,0
62499,11,11,11,11,11,11,11,11,11,11
62500,0,19,0,0,19,12,0,31,5,0
62501,0,0,0,0,0,0,0,0,0,6
62502,0,0,0,2,0,0,0,0,0,0
62503,0,0,11,0,17,0,15,0,8,15
62504,20,0,13,8,16,0,0,17,3,19
62505,0,0,0,0,0,0,0,0,0,0
62506,0,0,0,0,0,0,0,0,0,0
62507,0,0,0,0,0,0,0,0,0,0
62508,0,0,0,0,0,0,0,0,0,0
62509,11,19,16,39,29,16,11,24,11,35
62510,10,8,0,11,0,20,15,13,0,0
62511,14,14,14,14,14,14,14,14,14,14
62512,18,13,19,9,11,26,13,23,15,11
62513,0,0,0,0,0,0,0,0,21,0
62514,0,0,0,0,0,0,0,0,0,0
62515,7,7,7,7,7,10,7,7,7,7
62516,8,4,9,0,4,16,11,8,0,28
62517,0,21,0,11,11,0,0,14,0,10
62518,0,29,0,23,27,15,0,0,0,0
62519,0,0,0,0,0,0,9,0,0,0
62520,0,0,0,0,0,0,0,0,0,0
62521,18,18,18,18,18,18,18,18,18,18
62522,0,0,25,0,0,0,0,0,0,0
62523,33,33,33,33,33,33,33,33,33,33
62524,0,0,0,8,0,17,15,0,0,6
62525,7,0,5,6,5,8,0,0,0,21
62526,0,0,0,0,0,0,0,0,0,0
62527,0,0,0,33,0,0,0,0,0,0
62528,0,0,0,0,0,0,0,0,0,0
62529,0,0,0,0,0,5,19,34,23,0
62531,0,0,0,0,0,25,0,0,0,0
62532,3,0,0,0,0,0,0,10,0,0
62533,0,0,0,0,0,16,0,0,0,0
62534,4,4,4,4,4,4,4,4,4,4
62535,0,0,0,0,0,16,0,0,0,0
62536,0,0,30,0,27,0,0,0,17,0
62537,4,0,14,17,11,0,0,11,8,10
62538,0,0,0,0,0,0,0,0,0,0
62539,0,12,12,8,0,12,0,9,0,15
62540,10,13,42,24,19,0,0,15,10,12
62541,0,0,0,15,0,0,0,0,0,5
62542,15,13,10,0,0,11,16,0,0,0
62543,0,0,0,0,0,0,0,0,0,0
62544,0,0,0,0,0,0,0,0,0,0
62545,14,16,16,10,20,0,16,11,10,17
62546,19,19,19,19,19,19,19,19,19,19
62547,24,24,24,24,24,24,24,24,24,24
62548,26,7,25,4,19,19,3,2,15,12
62549,0,0,0,0,0,0,0,0,0,0
62550,0,0,0,0,0,0,0,0,0,0
62551,5,5,5,5,5,5,5,5,5,5
62552,0,0,8,0,0,0,0,0,0,0
62553,20,12,18,33,14,24,0,23,13,5
62554,0,0,0,0,0,0,0,0,0,0
62555,0,0,0,0,0,0,0,0,0,0
62556,0,0,0,0,0,0,0,0,0,0
62557,16,10,18,17,7,22,10,32,21,21
62558,0,0,0,13,0,0,0,0,0,0
62559,0,0,0,0,0,0,0,0,0,0
62560,0,0,0,0,0,0,0,0,0,0
62561,0,0,0,0,13,0,0,0,0,0
62562,0,0,0,0,0,0,0,0,0,0
62563,0,0,0,0,0,0,0,0,0,0
62564,0,7,0,0,0,21,19,0,22,14
62565,13,0,0,0,0,13,0,0,8,0
62566,12,4,0,11,0,22,8,0,6,14
62567,32,4,5,0,30,18,0,12,21,8
62568,0,0,0,24,4,0,22,0,0,0
62569,0,0,0,28,0,0,0,0,0,0
62570,0,0,0,0,0,0,0,0,0,0
62571,0,0,0,0,0,0,0,0,0,0
62572,0,0,30,0,0,0,0,0,0,0
62573,0,0,0,0,0,6,0,0,0,0
62574,17,16,8,19,18,24,24,17,2,11
62575,4,4,4,4,4,4,4,4,4,4
62576,0,0,0,0,0,0,0,0,0,0
62577,0,0,0,0,0,0,0,0,0,0
62578,21,0,0,0,0,0,16,0,0,0
62579,25,16,3,8,36,7,0,0,28,19
62580,0,0,0,0,0,0,0,0,0,0
62581,26,26,26,26,26,26,26,26,26,26
62582,0,10,0,0,0,0,0,0,0,0
62583,15,0,0,0,0,0,0,0,0,0
62584,0,0,0,0,0,0,0,0,0,0
62585,0,0,0,0,0,0,0,0,0,0
62586,0,0,0,15,6,0,0,8,0,37
62587,19,19,19,19,19,19,19,19,19,19
62588,0,0,0,0,0,0,0,0,0,0
62589,0,0,0,0,0,0,0,0,0,0
62590,9,9,9,9,9,9,9,9,13,9
62591,11,0,17,8,0,12,0,0,9,0
62592,0,0,0,0,0,0,0,0,0,0
62593,0,0,0,0,0,0,0,0,0,0
62594,0,0,0,0,0,0,0,0,0,0
62595,0,0,0,0,0,0,0,0,0,0
62596,11,0,0,0,0,0,0,0,16,0
62597,0,0,0,0,0,0,0,0,0,0
62598,0,0,0,0,0,0,0,0,0,0
62599,0,19,0,22,0,0,0,14,0,0
62600,9,9,0,0,0,35,0,19,17,16
62601,0,0,0,0,0,0,0,0,0,0
62602,22,0,0,0,0,18,11,0,0,23
62603,0,0,4,0,6,11,22,17,11,0
62604,0,12,16,7,31,19,0,8,0,8
62605,0,0,0,0,0,0,0,0,0,0
62606,0,0,0,0,0,16,29,0,0,0
62607,0,21,22,7,10,0,10,0,23,12
62608,17,17,17,17,17,17,17,17,17,17
62609,10,10,21,7,23,22,23,14,28,15
62610,0,10,14,15,21,21,22,15,0,29
62611,0,18,23,32,22,21,19,28,11,30
62612,0,0,0,0,0,0,0,0,0,0
62613,0,0,0,7,0,0,0,0,15,0
62614,20,0,13,0,12,12,11,9,15,26
62615,0,15,0,0,0,0,0,0,0,19
62616,0,0,0,0,0,0,0,16,0,33
62617,0,0,0,0,0,0,0,0,0,0
62618,14,25,0,22,0,8,5,0,0,25
62619,0,0,0,0,0,0,0,0,0,0
62620,0,0,0,0,0,0,0,0,22,0
62621,0,0,0,0,0,0,0,0,0,0
62622,0,0,0,0,0,0,13,4,0,0
62623,0,0,0,0,0,0,0,0,0,0
62624,19,19,19,19,19,19,19,19,19,19
62625,0,23,0,0,0,0,0,0,0,0
62626,29,29,29,29,29,29,29,29,29,29
62627,0,9,0,0,0,0,0,0,15,0
62628,0,0,0,0,0,0,0,0,0,0
62629,0,0,0,0,0,0,0,0,0,0
62630,1,1,1,1,5,13,17,1,1,1
62631,0,0,0,0,0,0,0,0,0,0
62632,0,0,0,0,0,0,0,0,0,0
62633,9,18,21,0,0,18,0,16,0,0
62634,0,0,0,0,20,17,0,0,0,0
62635,0,0,3,14,0,17,4,0,7,15
62636,0,5,0,28,6,7,0,6,0,0
62637,0,0,11,0,0,0,0,0,0,0
62638,12,10,7,0,0,27,0,0,0,10
62639,0,0,12,20,12,0,0,23,0,19
62640,15,13,0,9,0,7,0,3,21,0
62641,0,0,0,0,0,0,0,25,0,0
62642,0,0,0,0,0,8,0,0,0,12
62643,19,11,27,0,14,11,18,6,13,19
62644,12,12,12,12,12,15,12,12,12,12
62645,0,19,0,0,0,0,0,0,0,0
62646,23,23,23,23,23,23,23,23,23,23
62647,8,8,8,8,8,8,8,8,8,8
62648,0,0,0,0,0,0,0,0,0,0
62649,13,13,13,13,13,13,13,13,13,13
62650,0,0,0,0,0,0,0,0,0,0
62651,8,1,3,0,0,0,0,7,0,3
62652,0,0,0,0,0,0,0,43,0,5
62653,0,29,23,0,0,22,0,0,0,0
62654,0,34,0,0,15,26,0,0,11,19
62655,15,0,0,0,21,0,8,14,8,9
62656,16,0,0,0,24,0,0,0,0,30
62657,0,23,0,9,45,10,0,3,13,14
62658,11,11,11,11,11,11,11,11,11,11
62659,19,19,19,19,19,19,19,19,19,19
62660,0,0,15,9,22,0,16,0,0,6
62661,0,0,0,0,0,0,0,0,0,4
62662,4,4,4,4,6,4,4,4,14,4
62663,7,20,7,7,7,29,7,7,15,7
62664,0,0,0,0,0,0,0,0,0,0
62665,21,0,0,0,0,0,15,0,0,0
62666,0,0,0,0,0,0,0,0,0,0
62667,30,0,0,0,38,0,0,0,28,0
62668,0,0,0,0,0,0,0,0,0,0
62669,13,13,13,13,13,13,13,13,13,13
62670,30,12,15,16,6,24,14,15,30,22
62671,0,0,7,0,0,0,0,0,0,0
62672,0,0,0,0,0,0,0,0,0,0
62673,11,0,7,13,0,5,4,5,19,18
62674,0,28,0,0,0,0,12,8,0,7
62675,22,0,0,0,20,0,0,0,0,3
62676,19,19,19,19,19,19,19,19,19,19
62677,0,0,0,0,0,0,0,0,0,0
62678,44,44,44,44,44,44,44,44,44,44
62679,30,25,0,23,6,0,34,13,21,34
62680,0,0,26,0,0,0,0,0,0,0
62681,5,5,5,5,5,5,5,5,5,5
62682,6,0,6,0,0,0,6,0,13,12
62683,0,17,0,0,23,0,0,0,14,0
62684,0,0,0,0,0,0,0,0,0,0
62685,0,4,6,0,0,0,0,0,0,0
62687,0,0,0,0,0,0,27,0,0,0
62688,0,0,0,0,0,0,0,0,0,0
62689,0,27,0,0,0,0,0,0,10,0
62690,15,15,15,15,15,15,15,15,15,15
62691,0,0,0,0,0,0,0,15,0,0
62692,0,15,0,0,0,0,30,0,0,0
62693,0,0,0,0,0,0,0,0,0,0
62694,23,23,23,23,23,23,23,23,23,23
62695,0,0,0,0,0,0,0,0,0,0
62696,0,0,0,0,0,0,0,0,0,0
62697,0,0,0,21,0,16,0,0,0,0
62698,0,0,0,0,0,0,0,0,0,0
62699,0,0,0,0,0,0,0,0,0,0
62700,0,0,15,0,0,0,0,15,0,37
62701,0,0,0,0,0,0,0,0,0,0
62702,0,0,0,0,0,0,0,0,0,0
62703,8,0,0,9,0,23,0,0,29,12
62704,0,13,0,0,0,0,0,19,0,0
62705,3,0,0,0,0,0,0,0,0,0
62706,0,0,0,0,0,0,0,10,0,4
62707,0,0,0,0,0,0,0,0,0,0
62708,22,22,22,22,22,22,22,22,22,22
62709,0,0,0,0,0,0,0,0,0,0
62710,12,27,28,14,13,42,22,0,14,9
62711,28,22,11,25,23,0,9,13,10,16
62712,0,0,0,0,0,0,0,0,0,0
62713,0,0,0,0,23,0,0,9,0,0
62714,0,0,0,0,0,0,0,0,0,0
62715,23,23,23,23,23,23,23,23,23,23
62716,0,0,0,0,0,0,0,0,0,0
62717,2,0,0,0,0,0,0,0,0,0
62718,0,0,0,0,0,0,0,0,0,0
62719,0,0,0,13,0,22,0,0,14,0
62720,0,0,0,0,0,0,0,0,0,14
62721,11,11,11,11,11,11,11,11,11,11
62722,0,18,0,4,0,0,0,0,0,0
62723,0,6,0,0,0,0,0,0,0,0
62724,0,0,0,0,21,0,0,0,0,0
62725,16,19,0,0,13,0,0,9,0,0
62726,14,0,0,16,0,0,0,0,0,0
