ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
510697,0,0,0,0,0,15,0,0,0,0
510698,0,0,0,0,0,0,0,0,0,0
510699,23,10,20,9,14,0,0,0,21,0
510700,10,7,0,15,9,0,18,0,12,23
510701,25,20,6,14,25,11,21,12,16,0
510702,2,2,2,2,2,2,2,2,2,2
510703,0,0,0,0,0,0,0,0,0,0
510704,19,19,19,19,19,19,19,19,19,19
510705,0,0,0,16,0,0,0,0,19,2
510706,0,0,0,0,0,0,0,0,0,0
510707,5,16,8,26,8,8,16,0,16,0
510708,23,23,23,23,23,23,23,23,23,23
510709,22,22,22,22,22,22,22,22,22,22
510710,13,13,25,0,20,0,0,0,21,19
510711,0,0,0,0,0,0,0,0,0,0
510712,0,0,0,0,0,0,0,0,0,0
510713,38,38,38,38,38,38,38,38,38,38
510714,0,0,0,0,0,0,0,0,0,0
510715,0,0,0,0,0,0,0,0,0,17
510716,0,0,0,0,0,0,0,0,0,0
510717,15,18,0,0,0,6,0,5,0,0
510718,0,0,0,0,0,0,0,0,0,0
510719,0,13,0,0,0,10,0,0,0,0
510720,0,0,0,0,0,0,0,0,0,0
510721,0,0,0,0,0,0,0,0,0,0
510722,0,0,0,0,0,0,0,0,0,0
510723,0,0,0,0,0,0,6,0,0,0
510724,0,0,0,0,0,0,0,0,0,0
510725,20,0,0,0,0,0,0,0,0,0
510726,2,2,2,2,2,2,2,2,2,2
510727,0,0,35,0,15,0,0,0,0,7
510728,10,10,10,10,10,10,10,10,10,10
510729,0,0,0,0,0,0,0,0,11,0
510730,19,19,19,19,19,19,19,19,19,19
510731,0,0,0,7,0,0,0,0,10,0
510732,31,29,0,7,11,10,15,7,20,9
510733,0,0,0,0,0,0,0,0,0,0
510734,0,0,0,0,0,0,0,0,0,10
510735,0,0,0,0,0,0,0,0,0,0
510736,0,0,0,0,0,0,0,0,0,0
510737,0,0,0,0,0,0,0,0,0,0
510738,0,0,0,0,0,0,0,0,0,0
510739,0,0,0,0,0,0,0,0,0,0
510740,19,19,19,19,19,19,19,19,19,19
510741,4,0,0,0,0,0,0,0,0,0
510742,0,0,0,0,0,0,0,0,0,0
510743,0,0,0,0,0,0,0,17,0,0
510744,15,15,15,15,15,15,15,15,15,15
510745,16,16,16,16,16,16,16,16,16,16
510746,0,0,0,0,0,0,22,30,0,0
510747,0,0,0,0,0,0,0,0,0,0
510748,14,14,14,14,14,14,14,14,14,14
510749,0,0,0,0,0,0,0,0,0,0
510750,0,16,0,0,0,0,0,0,0,0
510751,0,0,0,0,0,0,0,0,0,0
510752,0,0,0,0,0,0,0,0,0,26
510753,15,7,4,13,9,8,31,10,17,0
510754,0,0,0,0,0,0,0,0,0,0
510755,1,1,1,1,1,1,1,1,1,1
510756,0,0,0,0,0,17,0,0,0,0
510757,0,0,0,0,0,0,20,0,0,0
510758,0,0,0,0,0,0,0,0,0,0
510759,0,0,0,0,0,0,0,0,0,0
510760,0,0,0,5,0,0,19,0,0,0
510761,0,0,0,0,0,0,0,0,0,0
510762,21,21,21,21,21,21,21,21,21,21
510763,18,23,16,20,17,24,12,38,16,25
510764,14,0,0,0,0,0,0,0,0,0
510765,0,0,0,0,17,0,46,0,0,0
510766,0,0,0,0,0,0,0,23,12,0
510767,0,0,0,0,0,0,0,0,0,0
510768,2,0,0,28,0,28,0,14,8,0
510769,21,14,0,13,5,14,21,8,19,0
510770,0,0,0,0,0,0,0,0,0,0
510771,16,16,16,16,16,16,16,16,16,16
510772,0,19,0,0,30,0,0,0,0,0
510773,12,0,0,0,0,0,0,23,0,0
510774,0,0,0,0,0,0,0,0,0,0
510775,0,0,0,0,0,0,17,0,0,0
510776,0,0,0,0,0,0,0,0,0,0
510777,0,0,0,0,0,0,0,0,0,0
510778,23,14,27,11,44,16,16,5,19,16
510779,12,12,12,12,12,12,12,12,21,12
510780,16,42,16,16,16,16,16,16,16,16
510781,0,0,0,0,0,0,0,0,23,18
510782,0,8,19,11,0,19,10,21,0,0
510783,0,0,0,0,0,0,0,0,0,0
510784,0,0,0,0,0,0,0,0,0,0
510785,0,0,0,0,0,0,0,0,0,0
510786,0,0,0,0,0,0,0,0,0,0
510787,0,14,0,0,0,0,17,0,0,0
510788,0,0,0,0,0,0,0,0,0,0
510789,0,0,0,0,0,0,0,0,0,0
510790,7,0,0,0,0,0,0,0,0,6
510791,0,0,0,0,0,0,0,0,0,0
510792,16,16,16,16,16,16,16,16,16,16
510793,0,0,0,0,0,0,0,0,0,0
510794,0,0,0,0,0,0,0,0,0,0
510795,0,0,0,0,0,0,0,0,0,0
510796,0,0,0,0,0,0,0,0,0,0
510797,0,0,0,0,11,0,0,10,0,11
510798,0,0,0,0,0,0,0,0,0,0
510799,0,0,0,0,11,19,0,0,14,0
510800,0,0,0,0,0,0,0,0,0,0
510801,0,0,0,0,0,0,0,0,0,0
510802,14,14,14,14,14,14,14,14,14,14
510803,0,0,0,0,0,0,0,0,0,0
510804,33,33,33,33,33,33,33,33,33,33
510805,0,0,0,17,0,0,0,0,0,0
510806,22,22,22,22,22,22,22,22,22,22
510807,0,0,30,12,0,0,0,0,0,0
510808,14,14,14,18,14,14,14,14,14,14
510809,24,24,24,24,24,24,24,24,24,24
510810,0,0,0,0,0,0,0,0,0,0
510811,0,0,0,0,0,0,0,0,0,0
510812,0,0,31,0,0,0,0,0,0,0
510813,33,33,33,33,33,33,33,33,33,33
510814,6,0,9,9,2,20,34,13,24,15
510815,17,17,22,6,34,4,28,11,11,18
510816,0,0,0,0,0,0,17,0,0,0
510817,0,0,0,0,0,0,0,0,0,0
510818,0,7,0,0,0,0,0,0,14,0
510819,0,0,0,0,31,0,0,0,0,0
510820,0,0,0,0,0,0,0,0,0,0
510821,0,0,0,0,0,0,0,0,7,0
510822,0,0,0,0,0,0,0,0,0,0
510823,0,14,0,0,0,0,0,0,0,0
510824,0,0,0,0,0,0,0,0,0,0
510825,0,0,0,0,0,0,0,0,0,0
510826,0,0,0,0,0,0,0,0,0,0
510827,4,4,4,4,4,4,4,4,4,4
510828,0,0,0,0,27,0,0,6,0,10
510829,14,17,0,0,0,0,0,0,13,0
510830,0,0,28,23,0,10,14,0,13,42
510831,2,19,0,2,13,0,0,5,22,0
510832,16,7,0,0,0,0,0,11,0,0
510833,0,0,0,0,0,0,0,0,0,0
510834,0,0,0,0,0,0,0,0,0,0
510835,0,0,0,0,0,0,0,0,0,0
510836,27,27,27,27,27,27,27,27,27,27
510837,0,0,0,0,0,0,0,0,0,0
510838,0,0,0,0,0,0,23,0,0,0
510839,0,0,0,0,0,0,0,0,0,0
510840,0,0,0,0,0,0,0,0,0,0
510841,0,26,0,0,25,0,0,13,0,0
510842,0,0,0,0,0,0,0,0,0,0
510843,8,0,0,0,0,0,0,0,0,0
510844,0,0,0,0,0,0,0,0,0,0
510845,0,0,0,0,0,0,0,0,20,12
510846,21,21,21,21,21,21,21,21,21,21
510847,0,0,0,0,0,0,0,0,0,0
510848,0,0,0,0,0,0,0,0,0,0
510849,0,0,0,0,0,0,0,0,0,0
510850,0,0,0,0,0,0,0,0,0,0
510851,0,0,0,0,0,0,0,0,0,0
510852,8,0,18,3,15,28,30,9,0,9
510853,0,0,0,0,0,0,0,0,0,0
510854,0,0,0,0,0,0,0,0,0,0
510855,22,22,22,22,22,22,22,22,22,22
510856,24,24,24,24,24,24,24,24,24,24
510857,0,0,0,0,0,0,0,0,0,0
510858,0,0,0,0,0,0,0,0,0,0
510859,0,0,0,0,0,0,0,0,0,0
510860,0,0,0,0,0,0,0,0,0,0
510861,0,14,0,0,0,0,0,0,0,12
510862,37,0,0,0,0,0,0,0,0,0
510863,0,0,0,0,0,0,0,0,0,0
510864,0,0,0,0,0,0,0,0,0,0
510865,0,0,0,0,0,0,0,0,0,0
510866,0,0,0,0,10,0,0,0,0,0
510867,0,0,0,0,0,0,0,0,0,0
510868,4,4,4,4,4,4,4,4,4,4
510869,0,0,0,0,0,0,0,0,0,0
510870,0,0,0,0,0,0,0,0,16,0
510871,0,0,0,18,0,0,0,0,0,22
510872,0,0,0,0,0,0,0,0,0,0
510873,0,0,0,0,0,0,0,0,0,0
510874,0,0,0,0,0,0,0,0,0,13
510875,35,35,35,35,35,35,35,35,35,35
510876,0,0,0,0,0,0,0,0,0,0
510877,0,0,0,0,0,0,0,0,0,0
510878,0,4,0,0,0,0,0,0,0,0
510879,0,0,0,0,0,13,0,0,0,0
510880,0,0,0,0,0,0,0,0,0,0
510881,13,7,3,0,2,26,5,13,6,10
510882,0,0,0,0,0,0,0,0,0,0
510883,0,0,0,10,11,0,17,0,0,10
510884,18,18,18,18,18,18,18,18,18,18
510885,1,1,1,1,1,1,1,1,1,1
510886,0,0,0,0,0,0,0,0,0,0
510887,0,0,0,0,0,0,14,0,0,0
510888,0,0,0,0,28,0,0,0,0,0
510889,0,0,0,0,0,0,0,0,0,0
510890,0,0,0,0,0,0,0,0,0,0
510891,0,0,0,0,0,0,0,0,0,0
510892,0,0,0,0,0,0,0,0,0,0
510893,25,11,19,27,12,15,0,12,0,7
510894,0,0,0,0,0,0,0,0,0,0
510895,29,29,29,29,29,29,29,29,29,29
510896,0,0,0,0,0,0,0,0,0,0
510897,0,0,0,0,0,0,0,0,13,0
510898,0,0,0,0,0,0,0,0,0,0
510899,30,27,31,0,0,11,7,0,0,0
510900,0,0,0,0,0,0,0,0,0,0
510901,0,0,0,0,0,0,0,0,0,0
510902,4,0,0,0,0,0,0,0,0,0
510903,0,0,0,0,0,0,9,0,0,0
510904,0,0,0,0,0,0,0,0,0,0
510905,18,9,10,6,24,9,38,6,8,11
510906,14,7,12,8,0,12,4,0,8,7
510907,0,0,0,0,0,0,0,0,0,0
510908,20,0,0,14,0,14,15,0,0,14
510909,10,18,11,13,14,19,13,9,0,9
510910,0,0,0,0,0,0,0,0,0,0
510911,0,0,0,0,0,0,0,0,0,0
510912,14,24,14,20,14,14,14,14,14,14
510914,0,0,0,0,0,0,0,0,0,0
510915,0,0,0,0,0,0,0,0,0,0
530001,17,17,17,17,17,17,17,17,17,17
530002,0,0,9,0,0,0,0,18,0,0
530003,0,0,0,0,0,0,0,0,0,0
530004,17,17,17,17,17,17,17,17,17,17
530005,0,0,0,0,0,0,0,0,0,0
530006,0,0,0,0,16,0,0,0,0,10
530007,9,9,9,9,9,9,9,9,9,9
530008,14,0,0,0,0,0,0,5,10,0
530009,0,0,0,0,0,0,0,0,0,0
530010,0,0,0,0,0,0,0,0,0,0
530011,0,0,0,0,0,0,0,0,0,0
530012,32,32,32,32,32,32,32,32,32,32
530013,11,0,18,25,31,0,0,8,0,0
530014,0,0,0,0,0,0,0,0,0,0
530015,0,16,0,14,0,0,8,20,0,0
530016,17,17,17,17,17,17,17,17,17,17
530018,0,0,14,0,17,0,0,0,0,0
530020,16,16,16,16,16,16,16,16,16,16
530021,0,0,0,0,0,0,0,0,0,0
530022,11,29,20,14,0,0,16,18,0,0
530023,0,0,0,0,0,0,19,0,0,0
530024,26,0,0,0,0,0,0,18,18,0
530025,4,0,0,0,0,0,0,0,0,0
530026,0,0,0,0,0,0,0,0,0,0
530028,24,24,24,24,24,24,24,24,24,24
530030,15,15,15,15,15,15,15,15,15,15
530032,0,0,0,0,0,18,0,0,0,0
530033,0,22,0,0,32,0,19,0,19,21
530034,0,0,0,0,0,26,0,0,0,0
530035,7,0,21,30,13,22,0,14,0,0
530036,14,14,14,14,14,14,14,14,14,14
530037,10,10,10,10,10,10,10,10,10,10
530038,0,0,24,0,0,0,0,0,0,0
530039,0,0,0,0,0,0,0,0,0,0
530040,0,0,25,29,0,0,8,0,0,0
530041,7,7,7,7,7,7,7,7,7,7
530042,0,0,0,0,0,14,0,0,0,0
530043,25,25,25,25,25,25,25,25,25,25
530044,0,8,0,0,0,0,0,0,0,0
530045,24,24,24,24,24,24,24,24,24,24
530046,3,3,3,3,3,3,3,3,9,3
530047,9,0,26,18,3,20,0,23,13,0
530048,6,17,16,5,14,25,27,13,18,12
530049,0,0,0,0,0,0,0,0,0,0
530051,0,0,0,0,0,0,0,0,0,0
530052,26,14,10,7,10,15,11,18,23,0
530053,0,0,0,0,0,0,0,0,0,0
530054,22,22,22,22,22,22,22,22,22,22
530055,0,0,0,0,10,23,0,0,36,0
530056,0,0,0,0,0,0,0,0,0,0
530057,0,0,0,0,0,0,0,0,0,0
530058,13,0,18,0,17,14,20,18,0,8
530059,0,0,0,0,0,5,0,0,0,0
530060,22,22,22,22,22,22,22,22,22,22
530061,0,18,0,0,0,0,8,0,0,0
530062,0,0,0,0,0,0,0,0,0,0
530063,27,27,27,27,27,27,27,27,27,27
530064,0,0,0,0,24,0,7,0,0,0
530065,17,13,0,0,0,0,0,0,0,0
530066,19,19,19,19,19,19,19,19,19,19
530067,0,0,0,0,0,0,0,0,0,0
530068,18,18,18,18,18,18,18,18,18,18
530069,0,0,0,0,0,0,0,0,0,0
530070,0,0,0,0,0,0,0,0,0,0
530071,0,0,18,0,21,0,18,0,12,16
530072,19,19,19,19,19,19,19,19,19,19
530073,0,0,0,0,0,0,0,0,0,0
530074,17,17,17,17,17,17,17,17,17,17
530075,21,0,0,22,0,0,0,0,0,0
530076,0,0,0,0,0,0,0,0,0,0
530077,0,0,0,0,0,0,0,0,0,0
530078,34,34,34,34,34,34,34,34,34,34
530079,0,21,10,0,0,0,22,20,0,0
530080,0,0,0,0,0,0,0,0,0,0
530081,0,0,0,0,0,0,29,20,0,0
530082,10,19,0,0,0,0,0,0,0,0
530083,0,19,0,20,0,0,0,0,6,0
530084,16,25,0,18,0,0,21,25,0,0
530085,7,0,23,0,10,0,0,0,0,22
530087,0,0,27,0,0,0,13,0,0,0
530088,0,0,0,0,0,0,0,0,0,0
530089,0,0,0,0,0,0,0,0,6,0
530090,0,0,0,0,0,0,22,0,15,23
530091,0,0,0,0,0,0,0,0,0,0
530092,10,29,0,6,8,22,5,23,20,36
530093,0,0,0,0,0,0,0,0,0,0
530094,0,0,0,0,0,0,0,9,6,0
530096,17,0,0,0,0,0,0,0,0,0
530097,0,0,0,0,0,14,0,14,30,0
530098,21,21,21,21,21,21,21,21,21,21
530099,25,25,25,25,25,25,25,25,25,25
530100,0,0,0,0,0,0,0,0,0,0
530101,17,17,17,17,17,17,17,17,17,17
530102,0,0,0,0,0,0,0,0,0,0
530103,26,18,6,15,6,12,6,28,6,6
530104,0,0,0,0,15,10,0,0,15,0
530105,4,15,0,0,0,0,8,0,0,15
530106,0,0,0,0,0,0,0,0,0,0
530107,0,11,0,0,17,0,17,28,0,28
530109,0,0,0,0,0,0,14,0,18,0
530110,0,0,0,26,0,0,0,0,0,0
530111,0,0,0,0,0,0,0,0,0,0
530112,0,0,0,0,0,0,0,0,0,0
530113,0,0,0,10,15,0,0,0,15,7
530114,0,13,0,0,0,8,0,6,0,0
530115,0,0,0,0,0,0,0,0,0,0
530116,19,19,19,19,19,19,19,19,19,19
530117,17,0,0,13,15,0,0,18,7,14
530119,0,27,27,12,13,0,0,21,9,0
530120,0,0,0,0,0,0,0,7,0,0
530121,0,0,0,0,0,0,0,0,0,0
530122,19,19,19,19,19,19,19,19,19,19
530123,0,0,19,0,9,0,0,0,0,23
530124,0,0,0,0,0,0,0,0,0,0
530125,14,14,14,14,14,16,14,14,14,14
530126,0,13,0,35,0,0,7,9,36,0
530128,0,0,0,0,0,0,0,0,0,0
530129,0,0,0,0,0,0,0,0,0,0
530130,0,0,0,0,0,0,0,0,0,0
530131,0,0,0,0,0,0,0,0,0,0
530132,0,0,0,0,0,0,0,0,0,0
530133,0,0,0,5,0,0,0,0,0,0
530134,0,0,0,0,0,0,0,0,0,0
530135,0,0,0,0,0,0,0,0,14,0
530136,19,19,19,19,19,19,19,19,19,19
530137,0,12,0,0,0,0,10,22,0,0
530138,14,14,14,14,14,14,14,14,14,14
530139,0,0,0,0,0,0,0,0,10,0
530140,0,0,0,0,17,0,0,6,0,0
530141,0,0,0,0,0,0,0,0,0,0
530142,27,27,27,27,27,27,27,27,27,27
530143,11,0,0,9,25,14,0,22,12,9
530144,22,22,22,22,22,22,22,22,22,22
530145,32,32,32,32,32,32,32,32,32,32
530146,12,12,12,12,12,12,12,12,12,12
530148,0,0,0,0,0,0,0,0,0,0
530149,12,12,12,12,12,12,12,12,12,12
530150,0,0,0,0,0,0,0,0,0,0
530151,4,12,18,0,0,28,23,0,0,13
530152,18,18,18,18,18,18,18,18,18,18
530153,0,0,0,0,0,0,0,0,0,0
530154,25,0,8,0,7,6,12,0,22,19
530155,0,0,0,7,0,0,0,0,0,0
530156,14,16,0,0,0,0,23,13,0,0
530157,0,0,0,0,0,0,0,0,0,0
530158,18,19,14,7,38,18,15,0,0,24
530159,20,20,20,20,20,20,20,20,20,20
530160,17,17,17,17,17,17,17,17,17,17
530161,30,19,5,38,24,0,10,10,0,13
530162,22,0,0,0,0,0,0,0,0,0
530163,21,21,21,21,21,21,21,21,21,21
530165,0,0,0,11,16,16,0,0,0,0
530166,0,0,26,17,0,20,18,13,0,13
530167,0,0,0,0,0,0,0,0,0,0
530168,0,0,16,0,0,0,0,0,0,0
530169,26,11,0,0,0,0,0,0,0,0
530170,0,0,0,0,0,0,0,0,0,0
530171,0,40,0,0,0,0,0,2,17,0
530172,21,21,21,21,21,21,21,21,21,21
530173,24,24,24,24,24,24,24,24,24,24
530174,12,12,12,12,12,12,12,12,12,12
530175,24,24,24,24,24,24,24,24,24,24
530176,19,11,0,18,0,19,14,0,3,13
530178,0,0,0,0,0,0,20,0,0,0
530179,0,0,18,0,0,0,0,24,0,20
530180,0,0,0,0,0,0,0,0,0,0
530181,11,24,16,0,21,0,0,11,0,13
530183,0,0,0,0,0,0,0,0,0,15
530184,23,23,23,23,23,23,23,23,23,23
530185,0,0,0,0,0,0,0,0,0,0
530186,0,0,0,0,25,0,0,0,0,0
530187,7,7,7,7,7,7,7,7,7,7
530188,0,0,0,0,0,0,0,0,33,0
530189,10,10,10,10,10,10,10,10,10,10
530190,0,0,5,0,0,0,0,0,0,18
530191,3,0,0,19,0,0,17,19,20,0
530192,17,17,17,17,17,17,17,17,17,17
530193,0,0,0,0,0,0,0,0,0,0
530194,0,27,0,0,0,13,0,10,34,0
530195,0,0,0,22,0,20,0,0,0,0
530196,17,17,17,17,17,17,17,17,17,17
530197,0,0,0,0,10,35,0,4,0,0
530198,0,0,0,14,0,0,0,0,11,0
530199,6,6,6,6,6,6,6,6,6,6
530200,0,0,0,0,0,0,0,0,0,0
530201,0,0,0,0,9,0,0,0,0,0
530202,0,0,0,0,0,0,0,0,0,0
530204,7,7,7,7,7,7,7,7,7,7
530205,0,0,0,0,24,0,0,0,0,0
530206,4,7,0,26,0,5,8,10,16,8
530207,0,0,0,0,0,18,0,0,11,0
530208,0,17,20,18,19,0,0,0,11,22
530209,12,12,12,12,12,12,12,12,24,12
530210,0,20,6,0,15,24,28,0,15,31
530211,0,0,0,0,0,0,0,0,0,0
530212,0,0,0,0,0,0,0,0,0,0
530213,0,0,12,0,0,0,0,4,25,20
530214,7,0,0,0,0,0,30,0,0,0
530215,0,0,0,0,0,0,0,0,0,0
530216,12,12,12,12,12,12,12,12,12,12
530217,0,0,0,0,0,0,0,0,0,14
530218,0,15,23,5,20,7,0,0,0,0
530219,10,0,0,0,0,0,0,0,0,0
530220,0,0,0,0,0,0,0,0,0,0
530221,0,25,19,8,0,6,17,23,10,12
530222,15,15,15,15,15,15,15,15,15,15
530223,11,23,0,0,0,16,18,15,0,0
530224,0,0,0,0,0,0,0,0,0,0
530225,15,15,15,15,15,15,15,15,15,15
530226,16,16,16,16,16,16,16,16,16,16
530227,23,23,23,23,23,23,23,23,23,23
530228,0,0,0,0,0,0,0,0,0,0
530229,0,0,9,0,0,18,0,0,22,0
530230,16,16,16,16,16,16,16,16,16,16
530231,16,16,16,16,16,16,16,16,16,16
530232,0,0,0,0,0,0,0,0,0,0
530233,0,0,0,0,0,0,0,0,0,0
530234,0,0,0,0,0,0,0,0,0,0
530236,15,15,15,15,15,15,15,15,15,15
530238,22,22,22,22,22,22,22,22,22,22
530239,17,17,17,17,17,17,17,17,17,17
530240,0,0,0,0,0,0,11,0,0,0
530241,0,0,0,0,0,0,0,0,0,0
530242,0,0,0,0,0,0,0,0,0,0
530243,0,0,15,20,0,0,0,0,0,0
530244,7,26,0,0,0,0,0,0,0,0
530245,0,0,0,0,0,0,9,0,0,0
530246,17,17,17,17,17,17,17,17,17,17
530247,0,0,21,0,0,32,0,0,20,0
530248,0,0,0,0,0,0,0,0,3,0
530249,25,0,0,0,0,22,0,0,13,0
530250,20,20,20,20,20,20,20,20,20,20
530251,11,11,11,11,11,11,11,11,11,11
530252,0,0,0,0,0,0,0,0,0,0
530253,0,0,21,0,0,0,0,0,0,16
530254,2,12,2,2,2,2,2,2,2,2
530255,0,0,0,0,0,0,0,0,0,0
530256,24,0,21,0,0,0,0,0,0,0
530258,0,0,20,0,0,0,0,0,0,0
530259,0,0,17,0,0,0,0,0,0,0
530260,0,0,0,30,0,5,6,0,0,0
530261,13,13,13,13,13,13,13,13,13,13
530262,3,0,0,0,9,0,0,0,0,0
530263,4,4,4,4,4,4,15,4,22,4
530264,0,0,0,0,0,0,0,0,0,0
530265,0,0,24,0,0,0,0,0,0,0
530266,0,0,0,0,0,0,0,14,0,0
530267,0,0,0,0,0,0,0,0,0,13
530268,0,0,0,0,0,0,0,0,0,0
530269,11,0,0,0,14,0,0,0,0,0
530270,19,19,19,19,19,19,19,19,19,19
530271,6,0,6,10,0,0,5,13,0,0
530272,0,13,0,0,0,0,0,26,21,0
530273,6,3,13,0,9,0,0,0,0,0
530274,0,9,0,9,0,0,0,0,0,14
530275,6,20,29,22,17,39,0,16,15,0
530276,0,0,0,0,0,0,0,0,0,0
530277,0,0,0,13,0,0,0,0,0,0
530279,6,3,3,3,3,3,3,3,3,3
530280,3,0,0,0,0,0,0,16,0,0
530281,0,0,0,0,0,0,0,0,0,0
530282,0,0,0,0,0,0,0,0,37,0
530283,0,0,0,0,0,0,0,0,0,0
530284,0,17,25,0,0,0,0,0,0,0
530285,0,0,0,0,0,0,0,0,0,0
530286,10,24,10,10,10,10,10,10,10,10
530287,7,7,7,7,7,7,7,7,7,7
530288,10,10,10,10,10,10,10,10,10,10
530289,0,0,17,24,12,0,16,11,0,28
530290,3,3,3,3,3,3,3,3,3,3
530291,0,0,4,0,0,0,2,25,0,0
530292,16,0,8,13,30,13,25,14,0,18
530293,13,13,13,13,13,13,13,13,13,13
530294,24,0,18,0,20,0,15,0,4,0
530296,0,0,9,0,9,0,0,0,0,0
530297,12,23,0,0,0,18,12,0,36,0
530298,25,25,25,25,25,25,25,25,25,25
530299,14,14,14,14,14,14,14,14,14,14
530300,0,12,0,12,0,10,0,27,7,0
530302,15,16,7,15,25,0,27,14,11,0
530303,0,0,0,0,0,0,0,0,0,4
530304,0,0,0,0,0,0,0,0,0,0
530305,21,0,9,0,0,0,11,22,7,0
530306,17,17,17,17,17,17,17,17,17,17
530307,0,0,0,0,0,0,0,0,0,0
530308,3,0,0,0,0,6,0,0,0,0
530309,13,13,13,13,13,13,13,13,13,13
530310,10,24,12,17,0,9,0,29,30,9
530311,0,0,0,0,0,0,0,0,0,0
530312,13,13,13,13,13,13,13,13,14,13
530314,0,0,0,0,0,0,0,0,0,0
530315,0,0,0,0,0,0,0,0,0,0
530317,15,15,15,15,15,15,15,15,15,15
530318,17,22,2,2,16,2,16,2,2,2
530319,0,0,0,0,0,0,0,0,0,0
530320,0,16,7,0,0,0,0,8,16,10
530321,0,0,0,0,0,0,0,0,0,0
530323,0,0,0,0,0,0,0,0,0,0
530324,0,0,0,0,0,0,0,0,0,0
530325,0,0,0,0,0,0,0,0,0,9
530326,31,0,0,0,0,0,0,0,0,0
530327,0,0,0,0,0,0,0,0,0,0
530328,0,0,0,0,0,0,0,0,0,0
530329,18,27,18,25,18,18,18,18,18,18
530330,23,23,23,23,23,23,23,23,23,23
530331,17,17,17,17,17,17,17,17,17,17
530332,18,18,18,18,18,18,18,18,18,18
530333,15,15,15,15,15,15,15,15,15,15
530335,12,12,12,12,12,12,12,12,12,12
530336,11,0,0,16,0,22,20,0,0,0
530337,0,0,0,0,0,0,0,0,0,0
530338,6,6,6,6,6,6,6,6,6,6
530339,0,0,0,0,0,0,0,0,0,0
530340,0,0,0,0,0,0,0,0,0,0
530341,0,0,0,9,0,0,0,0,0,0
530342,19,19,19,19,19,19,19,19,19,19
530343,15,15,26,17,15,15,15,15,38,15
530344,22,22,22,22,22,22,22,22,22,22
530345,0,0,0,0,0,0,0,0,0,0
530346,0,16,0,0,0,0,37,23,19,0
530347,0,0,0,0,0,0,0,0,0,0
530348,31,6,21,0,13,18,0,0,0,0
530349,28,28,28,28,28,28,28,28,28,28
530350,0,16,18,0,18,0,23,0,0,0
530351,22,22,22,22,22,22,22,22,22,22
530352,10,0,0,0,0,0,0,0,0,0
530353,0,8,0,0,0,0,0,0,0,0
530354,16,22,6,23,7,27,10,14,14,9
530355,0,0,0,0,0,0,0,0,0,0
530358,0,30,0,8,5,0,0,13,0,7
530359,0,0,0,0,0,0,0,0,0,0
530360,0,0,0,0,0,0,0,0,0,0
530361,22,0,0,0,0,14,0,0,0,4
530362,0,0,0,0,0,0,0,0,0,0
530363,16,16,16,16,16,16,16,16,16,16
530364,0,0,0,0,0,0,0,0,18,0
530365,0,0,0,0,0,0,22,0,0,0
530366,0,0,0,0,0,0,0,23,0,0
530367,14,26,23,14,30,24,26,25,11,11
530368,19,19,19,19,19,19,19,19,19,19
530369,0,0,0,0,0,0,0,0,0,0
530370,0,0,0,0,0,0,0,0,0,0
530371,13,13,13,13,13,13,13,13,13,13
530372,10,41,27,0,0,0,9,13,0,0
530373,0,0,0,0,0,0,0,0,0,0
530374,26,26,26,26,26,26,26,26,26,26
530375,0,0,0,20,0,11,0,0,5,0
530376,29,29,29,29,29,29,29,29,29,29
530377,0,0,0,14,0,22,0,0,0,0
530378,25,21,0,14,0,19,16,0,0,0
530379,0,10,0,0,0,10,22,0,0,11
530380,16,16,16,16,16,16,16,16,16,16
530381,0,0,11,22,16,26,12,0,9,12
530382,0,0,0,3,0,0,0,0,0,0
530383,0,12,15,0,0,0,0,0,0,0
530384,0,0,0,0,0,0,0,13,0,14
530385,0,0,0,0,18,0,0,0,0,0
530386,0,0,7,0,0,0,0,0,0,0
530387,18,18,18,18,18,18,18,18,18,18
530388,18,18,18,18,18,18,18,18,18,18
530389,0,0,0,20,0,5,0,0,0,0
530390,19,0,18,0,0,0,0,0,0,0
530391,11,11,11,11,11,11,11,11,11,11
530392,0,0,0,0,0,0,0,0,0,0
530393,18,18,18,18,18,18,18,18,18,18
530394,8,8,8,8,8,8,8,8,8,8
530395,4,9,4,12,9,0,0,0,25,0
530396,0,0,0,0,0,0,0,0,6,0
530397,25,34,25,35,25,25,25,25,25,25
530398,0,0,0,0,0,0,23,0,0,0
530399,0,0,18,0,0,11,0,0,0,12
530400,0,0,0,13,0,0,0,0,0,0
530401,9,9,9,9,9,9,9,9,9,9
530402,0,12,18,0,0,11,0,12,22,27
530403,0,6,11,0,35,0,19,0,0,13
530404,0,0,0,0,0,0,0,0,0,0
530405,13,13,13,13,13,13,13,13,13,13
530406,0,0,0,0,0,0,0,0,0,0
530407,23,24,23,23,23,23,23,23,23,23
530409,16,0,0,13,0,12,0,15,0,0
530410,0,0,0,0,0,6,0,0,0,0
530411,0,0,0,0,0,0,7,0,0,0
530412,30,1,15,1,1,1,1,18,1,1
530413,21,17,0,3,12,32,8,0,7,0
530414,0,0,0,0,0,0,0,0,0,0
530415,0,0,0,0,0,0,0,0,0,0
530416,0,9,4,3,19,11,0,0,0,25
530417,0,12,0,0,0,0,0,0,0,0
530418,21,24,19,26,10,21,0,5,11,10
